transactionID,carrierID,customerID,amount,date
2493,3,230,17.42,2009-12-22 15:34:28
2494,2,961,11.1,2006-04-07 18:27:12
2495,3,54,16.21,2007-03-17 19:44:02
2496,1,486,11.21,2007-08-24 16:51:51
2497,3,282,7.55,2008-07-17 15:27:53
2498,1,237,18.36,2009-05-26 01:19:29
2499,1,779,14.86,2007-07-16 10:47:43
2500,1,880,12.76,2007-11-27 04:40:12
2501,1,717,8.05,2008-10-29 14:27:33
2502,2,805,14.5,2007-10-19 13:33:28
2503,2,561,15.04,2006-11-11 12:05:59
2504,1,173,13.25,2009-03-07 08:39:51
2505,2,956,7.93,2007-08-29 19:44:52
2506,3,384,16.51,2006-12-24 04:51:20
2507,2,963,14.31,2009-02-01 12:26:50
2508,2,193,6.19,2005-07-18 19:25:12
2509,2,478,17.35,2006-10-31 12:37:23
2510,1,806,12.44,2005-11-13 11:22:42
2511,3,220,10.32,2008-10-16 18:07:01
2512,3,628,11.72,2007-10-14 21:31:29
2513,2,565,13.93,2007-11-15 14:04:57
2514,1,119,19.15,2007-09-15 11:36:40
2515,1,749,11.32,2008-08-14 12:00:37
2516,1,583,16.13,2007-01-29 03:43:02
2517,2,476,8.41,2008-10-24 04:24:40
2518,1,348,9.73,2005-08-13 04:25:50
2519,2,895,8.29,2005-02-01 15:21:22
2520,3,808,19.31,2006-12-21 01:22:02
2521,2,449,18.18,2006-05-08 07:36:40
2522,1,182,7.72,2007-06-13 16:15:02
2523,2,935,8.07,2005-10-03 13:43:00
2524,2,591,8.65,2009-06-20 15:29:20
2525,3,481,17.79,2008-05-29 00:27:53
2526,2,687,19.7,2008-12-29 18:50:40
2527,3,466,9.47,2007-04-20 05:29:45
2528,2,559,7.13,2005-08-10 09:26:44
2529,1,314,15.02,2005-02-02 20:48:37
2530,1,919,12.6,2008-12-13 08:27:24
2531,2,756,19.5,2009-10-02 19:43:25
2532,1,686,18.89,2008-04-28 16:31:05
2533,1,6,5.98,2009-11-08 09:10:16
2534,2,66,9.28,2007-08-29 15:03:01
2535,1,392,18.04,2009-08-03 07:02:39
2536,2,486,8.12,2006-12-17 09:52:42
2537,1,572,19.88,2005-11-21 12:44:15
2538,2,403,9.35,2008-06-10 05:39:20
2539,3,523,14.43,2007-01-24 16:36:57
2540,3,319,18.69,2009-10-16 11:54:48
2541,2,903,9.44,2009-10-17 07:30:54
2542,2,2,15.16,2006-12-22 22:50:36
2543,2,331,9.95,2006-03-21 23:20:25
2544,2,7,14.24,2005-10-05 10:04:19
2545,3,935,8.15,2006-11-10 12:13:00
2546,1,458,7.93,2008-08-31 17:45:26
2547,3,88,17.55,2005-03-22 07:05:14
2548,2,380,6.57,2009-01-15 13:53:14
2549,2,696,16.0,2005-01-06 09:21:19
2550,1,759,10.77,2006-02-16 11:23:07
2551,3,933,12.07,2009-12-21 14:47:34
2552,1,379,19.66,2007-10-02 13:48:51
2553,3,765,14.55,2005-11-23 10:29:59
2554,1,495,11.68,2006-08-18 17:14:36
2555,1,328,8.7,2008-05-02 17:07:05
2556,3,599,5.39,2005-03-04 11:22:04
2557,3,262,12.41,2006-04-09 13:14:16
2558,1,224,13.58,2006-07-27 14:14:15
2559,2,589,7.07,2008-08-01 20:12:26
2560,1,145,7.54,2006-08-19 03:17:30
2561,3,593,5.05,2007-07-07 06:32:23
2562,1,406,6.74,2008-09-18 02:35:27
2563,1,881,12.06,2007-12-28 18:25:43
2564,3,772,11.62,2009-09-08 16:15:16
2565,3,609,7.22,2006-03-08 05:52:48
2566,3,926,10.76,2009-04-21 23:57:08
2567,3,398,19.31,2005-12-11 21:07:11
2568,1,468,17.92,2008-05-24 10:28:14
2569,1,857,17.0,2007-04-09 21:37:22
2570,2,220,17.88,2007-03-01 15:17:44
2571,3,209,13.0,2007-03-09 03:40:15
2572,1,783,19.23,2006-05-14 15:48:45
2573,3,875,6.07,2008-11-23 19:29:26
2574,1,19,13.04,2009-10-14 09:40:27
2575,3,604,5.14,2009-08-23 19:22:35
2576,2,310,17.76,2006-01-06 03:54:18
2577,1,175,9.23,2005-11-17 05:46:14
2578,1,733,12.06,2009-03-01 22:25:32
2579,1,898,13.0,2006-03-07 10:16:53
2580,3,268,19.59,2008-05-14 12:34:04
2581,2,7,7.14,2009-03-12 02:42:25
2582,3,310,18.86,2009-05-31 09:12:37
2583,3,952,6.47,2009-02-11 19:35:32
2584,2,758,8.16,2007-03-25 00:21:26
2585,2,828,16.41,2005-02-08 02:07:21
2586,2,544,14.36,2009-08-15 10:45:18
2587,1,845,10.75,2005-06-04 10:51:58
2588,3,97,9.28,2006-01-27 23:10:18
2589,3,455,7.02,2007-11-22 16:43:06
2590,3,149,11.96,2008-08-30 09:22:19
2591,1,565,16.66,2005-01-29 02:57:17
2592,3,546,12.93,2007-03-23 01:24:59
2593,3,202,12.22,2007-01-10 09:20:27
2594,3,784,10.61,2005-11-02 06:56:51
2595,1,505,14.81,2009-02-26 15:27:45
2596,1,674,16.11,2005-04-02 04:06:51
2597,1,212,9.33,2007-06-05 10:21:24
2598,2,319,11.74,2008-05-31 13:07:35
2599,3,37,7.97,2006-01-10 00:27:57
2600,1,879,13.76,2007-02-18 04:22:51
2601,3,799,16.17,2008-08-19 18:09:55
2602,1,181,6.24,2009-12-10 06:37:17
2603,3,391,6.73,2009-09-11 15:53:46
2604,1,568,15.08,2008-03-09 19:27:14
2605,3,278,8.68,2006-08-02 08:10:34
2606,2,450,13.76,2008-10-26 14:33:46
2607,3,163,12.11,2006-12-13 19:57:48
2608,2,291,15.82,2007-04-07 07:34:39
2609,2,155,11.83,2007-06-22 18:47:45
2610,2,666,14.9,2005-12-03 09:11:36
2611,3,661,8.77,2008-05-22 08:36:41
2612,1,129,18.39,2007-02-17 11:23:28
2613,1,504,7.29,2006-04-18 01:41:13
2614,3,324,6.16,2006-03-29 07:47:11
2615,2,232,7.42,2007-07-26 15:15:26
2616,2,162,19.15,2008-07-24 18:08:39
2617,1,813,17.93,2008-08-07 07:55:23
2618,3,679,7.91,2009-10-16 07:25:21
2619,2,485,5.08,2007-10-21 17:52:28
2620,3,981,15.08,2006-12-18 21:28:10
2621,1,494,8.15,2005-08-28 23:06:41
2622,2,76,5.85,2009-04-01 01:27:15
2623,1,341,17.53,2008-05-24 10:26:06
2624,2,323,16.14,2008-03-17 16:40:34
2625,1,222,7.23,2009-07-01 12:41:55
2626,2,92,10.16,2009-02-07 07:09:47
2627,1,202,16.28,2005-06-17 22:53:52
2628,3,771,14.64,2008-01-23 00:20:25
2629,3,450,17.44,2007-04-20 01:55:04
2630,3,57,5.98,2006-10-03 19:36:14
2631,3,329,14.49,2009-07-28 02:49:14
2632,2,284,6.09,2006-07-12 23:51:46
2633,1,920,18.54,2005-04-10 08:22:54
2634,3,931,16.01,2006-12-19 16:12:51
2635,1,370,9.07,2005-07-08 22:45:44
2636,2,75,15.35,2009-05-03 10:05:10
2637,1,738,12.85,2005-06-15 22:29:10
2638,2,158,16.92,2009-10-22 21:17:09
2639,3,213,6.05,2008-03-16 18:21:32
2640,3,45,13.66,2006-06-30 00:13:16
2641,3,178,14.01,2005-12-16 05:56:33
2642,3,425,18.92,2009-09-09 13:31:17
2643,3,806,16.78,2005-09-02 08:31:45
2644,2,474,11.33,2006-06-25 17:24:45
2645,3,290,9.64,2007-11-28 22:35:00
2646,1,416,10.15,2008-06-23 19:04:00
2647,3,124,19.87,2009-09-10 11:12:15
2648,1,488,15.02,2008-02-19 15:09:31
2649,3,183,10.84,2008-05-26 16:08:06
2650,2,462,13.61,2007-03-24 19:09:01
2651,1,322,5.76,2009-09-08 08:06:49
2652,1,274,7.78,2009-05-20 02:38:25
2653,2,471,12.74,2007-11-19 05:31:09
2654,1,506,15.65,2005-01-13 07:14:14
2655,3,579,16.08,2007-03-21 08:10:21
2656,2,473,15.56,2009-06-01 15:53:15
2657,3,368,9.74,2007-06-01 10:18:07
2658,3,570,19.78,2005-08-13 02:22:38
2659,2,946,7.3,2005-12-31 14:05:53
2660,2,827,6.24,2006-07-09 19:59:33
2661,1,950,12.32,2009-12-11 10:04:04
2662,1,979,19.09,2005-05-22 23:28:52
2663,3,481,11.08,2009-03-26 11:26:42
2664,3,368,5.38,2009-10-27 14:26:26
2665,3,960,14.57,2005-02-18 00:06:06
2666,3,837,12.44,2007-12-04 19:31:40
2667,1,539,14.83,2009-05-02 08:39:43
2668,3,115,9.79,2007-09-28 00:52:28
2669,1,266,9.5,2006-03-14 14:30:43
2670,2,718,16.9,2005-02-04 19:37:17
2671,2,175,11.54,2005-08-28 21:25:34
2672,1,24,17.11,2008-06-16 11:06:58
2673,3,10,6.12,2006-07-15 03:05:32
2674,2,752,10.08,2008-02-24 19:14:05
2675,2,287,7.29,2006-07-05 11:26:37
2676,3,248,17.85,2007-07-31 14:26:46
2677,1,600,11.93,2008-08-15 22:37:09
2678,3,358,6.33,2009-02-18 05:46:55
2679,1,458,15.6,2009-04-24 05:47:43
2680,1,128,12.17,2005-07-28 19:23:52
2681,1,312,13.72,2009-04-17 05:32:48
2682,2,874,18.6,2009-02-03 11:07:29
2683,2,816,17.85,2008-11-27 15:46:01
2684,1,283,17.8,2007-02-24 13:20:49
2685,3,148,14.38,2008-08-04 19:32:45
2686,2,733,9.24,2008-03-08 00:05:35
2687,1,60,10.2,2005-11-15 17:41:27
2688,2,278,7.77,2007-12-07 04:28:21
2689,1,541,19.46,2009-01-13 17:11:49
2690,3,264,14.35,2008-02-08 16:23:16
2691,3,460,18.33,2008-05-16 20:43:29
2692,2,417,14.44,2005-10-13 03:57:58
2693,3,577,5.11,2008-03-23 06:01:21
2694,3,21,10.11,2008-09-17 06:41:18
2695,1,836,15.03,2008-08-16 07:40:07
2696,2,944,5.96,2008-02-20 12:01:57
2697,3,122,17.3,2009-10-21 09:00:37
2698,2,385,11.23,2007-07-06 09:09:06
2699,3,693,6.49,2009-12-03 11:02:14
2700,2,113,10.7,2007-10-25 05:48:53
2701,1,35,6.45,2009-02-01 21:25:04
2702,1,812,7.19,2006-02-08 17:03:43
2703,1,531,13.9,2007-05-28 16:59:21
2704,3,790,10.1,2009-02-12 05:13:41
2705,1,382,17.13,2008-10-05 18:36:36
2706,1,889,10.33,2007-09-23 21:05:37
2707,1,32,8.17,2005-08-10 05:45:25
2708,2,648,19.98,2008-05-14 11:42:41
2709,3,86,10.52,2009-08-27 18:13:08
2710,1,90,15.01,2006-04-05 04:41:11
2711,1,904,7.27,2009-06-07 16:49:04
2712,2,593,18.18,2009-10-10 11:15:56
2713,1,451,18.43,2006-03-27 01:51:56
2714,3,504,6.06,2008-01-15 11:05:59
2715,3,788,11.02,2005-02-08 18:47:13
2716,3,329,6.64,2008-01-23 09:40:35
2717,3,9,14.24,2006-05-10 17:23:05
2718,2,117,14.49,2008-10-04 09:54:02
2719,2,570,9.9,2007-09-15 11:57:52
2720,2,735,7.46,2007-05-21 14:33:23
2721,1,294,12.26,2006-01-03 19:35:48
2722,3,489,11.53,2009-12-19 14:01:48
2723,1,678,16.56,2006-12-31 18:34:14
2724,1,866,14.62,2005-06-13 14:12:36
2725,3,838,9.0,2007-05-05 22:32:05
2726,1,51,18.9,2008-08-02 15:00:51
2727,2,521,19.58,2007-03-30 13:46:30
2728,1,24,7.07,2007-08-31 17:32:45
2729,1,519,7.06,2009-09-22 08:52:08
2730,1,361,8.05,2006-01-09 16:27:07
2731,1,161,5.33,2007-12-19 10:14:49
2732,2,786,17.51,2008-09-25 18:53:37
2733,1,59,10.91,2009-03-15 17:16:15
2734,1,670,6.77,2006-12-12 01:49:07
2735,2,610,14.91,2005-11-22 23:53:34
2736,1,932,11.97,2008-02-15 14:22:58
2737,1,970,13.11,2008-06-28 23:10:44
2738,1,211,18.06,2008-05-29 00:10:46
2739,2,929,6.65,2006-03-06 11:34:47
2740,3,417,13.56,2009-09-26 05:33:58
2741,2,607,13.07,2005-03-22 19:41:23
2742,3,211,9.07,2007-05-28 05:55:11
2743,2,496,7.03,2007-04-11 04:57:56
2744,1,991,11.07,2005-05-15 16:48:45
2745,1,109,16.77,2006-12-25 06:57:33
2746,3,556,16.11,2007-10-17 02:58:16
2747,2,622,17.6,2006-10-07 13:40:13
2748,3,384,10.51,2007-07-08 04:12:56
2749,2,783,16.79,2007-06-06 14:54:49
2750,1,24,6.77,2007-05-09 23:47:57
2751,1,425,6.28,2007-07-01 12:05:09
2752,3,323,9.14,2009-06-14 00:52:05
2753,1,402,17.38,2007-12-03 22:49:01
2754,2,902,8.92,2006-09-21 22:48:44
2755,2,280,5.78,2009-07-16 16:00:55
2756,2,956,16.51,2005-05-12 05:28:29
2757,2,592,16.52,2009-12-07 01:21:07
2758,2,701,12.65,2007-10-04 04:16:31
2759,1,912,13.63,2009-12-29 22:27:52
2760,2,567,11.14,2007-06-26 07:45:46
2761,2,668,8.83,2005-09-11 02:22:04
2762,1,372,19.73,2008-03-18 17:47:22
2763,3,945,9.28,2007-08-28 13:02:51
2764,2,765,7.69,2008-02-14 22:56:40
2765,2,691,7.97,2007-09-25 01:39:23
2766,2,573,16.52,2008-07-08 04:17:18
2767,2,646,16.49,2006-04-26 06:56:37
2768,2,667,7.92,2007-07-06 05:36:23
2769,3,74,5.21,2005-04-30 01:00:59
2770,1,256,19.3,2007-01-13 03:40:50
2771,1,342,12.55,2007-01-28 01:34:40
2772,3,691,14.83,2008-01-25 07:17:27
2773,3,955,15.58,2008-07-21 10:23:28
2774,1,699,17.11,2006-08-10 12:34:27
2775,3,602,12.68,2008-02-23 10:23:47
2776,3,611,5.45,2006-06-10 00:38:58
2777,1,459,15.05,2008-10-29 23:12:30
2778,2,669,12.59,2009-10-06 16:13:39
2779,3,221,10.62,2006-10-10 02:08:30
2780,1,128,16.85,2009-12-10 00:55:41
2781,2,419,13.57,2006-11-05 15:09:10
2782,1,421,19.27,2006-02-05 03:41:20
2783,3,524,15.92,2005-01-27 06:05:40
2784,2,878,18.52,2009-01-29 14:21:34
2785,2,778,14.32,2008-10-31 16:02:19
2786,2,681,11.09,2005-02-05 17:00:10
2787,3,636,8.29,2005-04-05 10:21:52
2788,1,115,10.18,2007-10-11 05:56:18
2789,1,326,12.3,2005-11-08 14:55:47
2790,2,668,17.63,2005-04-10 12:55:40
2791,3,213,14.8,2005-07-13 15:02:22
2792,3,543,13.75,2007-05-29 14:32:42
2793,2,364,14.19,2009-06-20 01:13:01
2794,1,164,12.35,2006-12-24 16:14:54
2795,3,627,19.91,2007-12-26 00:23:36
2796,2,111,17.42,2005-04-07 16:12:10
2797,2,25,19.98,2007-03-05 23:55:46
2798,3,820,7.51,2005-08-14 04:50:49
2799,1,726,5.93,2009-05-19 00:13:30
2800,3,458,13.4,2006-08-15 19:26:51
2801,2,985,12.52,2007-03-06 11:45:00
2802,3,727,6.82,2008-08-30 20:55:17
2803,2,781,16.53,2008-08-19 06:50:38
2804,3,598,17.57,2005-08-12 08:24:47
2805,2,847,6.92,2008-05-31 11:49:23
2806,2,5,5.86,2008-01-31 16:45:05
2807,3,964,17.17,2009-10-23 21:53:30
2808,3,335,7.71,2009-04-27 10:43:40
2809,3,29,19.61,2007-01-11 03:47:16
2810,1,958,19.74,2005-02-24 09:46:16
2811,2,415,5.34,2009-01-07 14:00:10
2812,3,107,19.37,2008-02-28 08:32:12
2813,3,987,15.14,2006-12-16 10:45:57
2814,3,975,18.8,2009-09-25 14:12:27
2815,2,440,8.55,2006-06-29 12:19:37
2816,1,659,16.24,2005-09-05 22:58:10
2817,1,560,9.29,2006-11-15 11:10:46
2818,3,166,16.75,2006-02-22 19:22:30
2819,2,929,12.78,2007-04-26 10:50:28
2820,3,759,16.37,2008-11-06 23:06:29
2821,2,644,16.27,2005-03-18 19:50:36
2822,2,401,15.03,2008-10-07 07:55:06
2823,3,4,18.38,2005-04-03 15:14:02
2824,2,835,17.61,2005-08-23 14:18:38
2825,2,672,16.28,2005-10-26 03:14:46
2826,3,890,11.73,2008-09-23 06:57:31
2827,3,787,15.32,2008-04-30 13:18:50
2828,3,886,9.33,2008-05-27 20:40:39
2829,3,161,15.4,2007-05-02 00:56:57
2830,2,256,17.95,2007-11-30 07:17:30
2831,3,288,8.46,2005-08-23 09:13:30
2832,1,125,6.89,2005-12-02 05:32:54
2833,2,676,7.6,2009-03-01 02:49:11
2834,2,727,16.37,2005-11-21 20:50:17
2835,1,441,10.57,2006-06-06 07:01:17
2836,1,451,15.37,2006-04-16 03:50:32
2837,1,748,11.26,2006-05-05 08:48:05
2838,1,253,8.79,2009-07-03 01:18:53
2839,2,10,14.01,2009-01-08 05:06:29
2840,1,66,12.28,2008-11-06 07:01:42
2841,1,854,8.6,2006-07-25 17:14:15
2842,1,828,5.31,2005-05-23 15:33:24
2843,2,691,10.3,2009-12-19 13:13:51
2844,2,354,14.4,2006-07-29 16:10:05
2845,1,176,11.39,2005-05-15 15:14:54
2846,1,878,11.88,2009-03-14 16:51:51
2847,3,937,13.58,2005-11-16 20:35:38
2848,3,515,12.46,2008-10-19 13:23:46
2849,2,286,7.11,2005-06-21 14:57:31
2850,3,654,14.26,2006-07-20 06:26:24
2851,1,904,14.6,2006-05-11 03:06:10
2852,3,406,19.7,2007-02-14 07:11:19
2853,3,603,7.76,2007-06-21 20:29:56
2854,1,939,10.89,2007-12-15 17:29:24
2855,2,689,17.97,2007-01-25 08:39:00
2856,3,82,7.37,2007-03-24 12:01:08
2857,3,603,8.84,2008-09-02 22:04:59
2858,1,929,6.77,2006-08-27 05:50:02
2859,3,180,9.5,2008-01-02 03:01:11
2860,1,11,11.71,2009-05-28 15:23:59
2861,3,630,14.68,2008-10-28 19:41:23
2862,3,563,8.04,2008-05-05 20:40:10
2863,1,990,19.72,2006-06-06 18:23:07
2864,1,152,14.17,2008-08-02 00:26:26
2865,3,907,15.98,2006-12-15 06:29:05
2866,3,597,7.55,2008-04-29 12:53:47
2867,3,418,7.71,2005-06-07 03:06:04
2868,1,963,6.16,2005-06-19 19:03:25
2869,3,537,18.5,2009-02-22 19:23:03
2870,2,856,13.55,2009-01-24 14:56:30
2871,1,987,15.93,2005-12-26 11:33:30
2872,2,668,13.74,2005-12-13 00:47:09
2873,2,731,13.75,2009-02-19 09:33:12
2874,3,277,19.7,2006-06-15 10:56:08
2875,1,942,6.43,2005-08-20 07:26:06
2876,1,26,17.93,2009-12-18 18:29:53
2877,3,236,18.29,2008-03-08 09:33:39
2878,1,974,10.28,2007-07-05 10:23:56
2879,3,400,6.34,2008-03-12 03:13:11
2880,3,669,15.39,2007-07-24 13:50:48
2881,1,786,7.12,2008-02-06 08:57:46
2882,3,270,12.7,2007-07-17 20:20:17
2883,3,942,15.06,2009-11-13 22:49:26
2884,1,75,9.64,2008-12-30 22:14:28
2885,3,257,7.26,2005-02-16 14:38:21
2886,3,160,15.41,2007-01-27 02:44:27
2887,2,581,14.74,2006-11-20 20:15:41
2888,3,429,13.11,2007-07-27 02:18:35
2889,1,484,18.82,2006-06-21 11:43:22
2890,1,320,15.94,2007-09-10 19:18:11
2891,1,950,11.59,2005-01-14 14:38:42
2892,3,101,18.38,2007-06-17 10:58:04
2893,3,151,14.98,2006-06-14 03:32:44
2894,3,809,5.73,2005-02-04 11:54:51
2895,3,770,15.65,2009-01-08 01:17:03
2896,3,897,12.64,2009-12-17 12:36:05
2897,1,767,18.05,2007-02-02 09:40:02
2898,1,385,16.04,2008-05-16 09:02:44
2899,3,787,13.82,2005-09-02 23:05:04
2900,1,453,15.17,2006-07-16 22:46:03
2901,1,589,19.52,2006-04-30 00:08:39
2902,3,6,11.82,2005-08-29 04:09:46
2903,3,872,15.43,2007-09-26 06:42:02
2904,2,233,5.53,2005-12-10 17:26:27
2905,2,888,17.42,2006-07-14 19:10:53
2906,1,12,6.26,2007-11-15 18:57:52
2907,2,493,16.63,2008-05-14 00:07:58
2908,3,755,15.85,2006-01-17 03:33:59
2909,3,567,19.98,2009-07-19 05:06:47
2910,2,868,12.58,2009-08-17 05:34:33
2911,3,232,16.41,2008-04-26 13:18:07
2912,1,907,15.39,2008-09-15 18:59:38
2913,1,809,5.21,2008-12-11 00:58:36
2914,1,767,7.06,2009-05-05 12:32:08
2915,3,759,18.13,2007-10-03 11:50:58
2916,1,518,14.4,2009-09-30 04:09:32
2917,3,624,11.65,2008-08-24 02:47:18
2918,1,732,9.63,2006-04-09 10:45:14
2919,3,758,7.44,2007-02-22 22:26:28
2920,2,331,17.69,2005-11-14 15:00:52
2921,2,766,12.92,2005-12-06 18:43:40
2922,3,27,19.93,2007-05-22 02:38:14
2923,2,984,12.54,2007-08-02 00:57:33
2924,2,498,6.91,2008-03-22 15:18:56
2925,3,409,7.57,2005-09-18 12:46:37
2926,3,849,5.8,2007-03-14 21:08:32
2927,2,853,15.1,2006-11-26 11:54:13
2928,3,634,15.37,2007-09-13 09:48:08
2929,2,474,18.85,2006-09-30 08:26:08
2930,1,141,7.27,2008-04-11 14:53:31
2931,2,241,18.21,2007-01-18 17:50:33
2932,3,870,15.83,2006-03-09 14:19:27
2933,3,549,7.24,2009-10-07 19:10:24
2934,2,53,18.2,2008-05-22 11:46:40
2935,2,610,18.11,2007-11-16 05:16:33
2936,3,93,19.96,2007-05-29 21:38:27
2937,2,921,9.63,2006-08-07 06:05:42
2938,1,877,12.37,2007-03-12 15:58:30
2939,3,531,13.16,2005-01-10 17:36:20
2940,2,845,19.9,2009-12-23 00:17:03
2941,1,50,17.62,2006-10-12 19:33:51
2942,3,842,14.3,2005-06-04 15:28:29
2943,1,546,12.09,2005-07-03 09:18:16
2944,3,300,8.33,2006-05-21 02:38:17
2945,2,825,8.7,2007-06-30 07:36:31
2946,3,173,16.2,2008-08-27 07:31:06
2947,1,147,14.73,2006-11-11 15:49:40
2948,2,282,15.34,2009-01-14 10:29:32
2949,3,730,5.57,2007-03-23 09:48:33
2950,2,805,12.09,2005-08-23 03:26:00
2951,2,104,7.12,2006-01-22 00:23:07
2952,3,581,5.53,2008-02-08 11:59:34
2953,2,128,17.48,2005-10-18 23:07:33
2954,2,577,17.33,2005-02-12 16:08:16
2955,2,465,9.95,2009-03-21 03:29:31
2956,1,280,11.51,2007-05-11 20:27:29
2957,2,528,15.21,2006-10-10 11:17:32
2958,2,327,16.28,2005-03-23 02:14:32
2959,3,756,7.16,2005-04-01 11:33:18
2960,1,665,12.72,2008-09-13 05:48:22
2961,1,743,7.36,2006-05-30 17:30:55
2962,1,700,6.12,2008-10-27 12:32:34
2963,1,518,15.26,2008-08-23 03:33:56
2964,2,741,17.42,2008-04-23 13:58:12
2965,2,248,12.78,2009-06-04 05:04:55
2966,1,147,17.71,2005-03-11 04:28:42
2967,1,128,18.69,2008-05-05 22:25:03
2968,2,475,16.89,2005-10-12 03:53:04
2969,2,547,11.08,2007-08-26 16:51:54
2970,3,605,9.01,2007-06-15 08:35:36
2971,2,928,16.15,2009-03-31 03:01:59
2972,2,96,16.33,2006-10-12 21:11:44
2973,3,129,5.85,2008-11-06 09:44:20
2974,3,287,5.58,2006-04-07 16:53:12
2975,3,106,8.94,2009-02-07 10:51:23
2976,3,948,8.64,2007-10-17 01:28:52
2977,2,839,13.53,2008-05-23 12:20:31
2978,2,208,17.57,2006-04-02 04:12:57
2979,1,316,14.91,2006-08-24 13:12:34
2980,2,251,13.58,2009-11-29 09:47:31
2981,2,468,14.73,2006-02-17 13:32:01
2982,1,571,14.34,2007-05-10 08:18:59
2983,2,951,10.32,2006-09-10 17:19:38
2984,1,238,13.98,2009-01-08 20:41:44
2985,2,117,8.92,2007-08-02 01:56:39
2986,3,901,9.52,2006-07-07 06:48:37
2987,2,168,13.92,2008-10-16 15:14:10
2988,3,427,18.57,2005-07-08 13:11:08
2989,1,967,9.32,2006-05-27 20:51:52
2990,2,779,11.75,2005-09-12 05:36:55
2991,2,868,7.68,2007-02-28 17:12:37
2992,1,598,14.64,2005-08-09 14:31:18
2993,2,709,6.38,2005-08-05 14:15:46
2994,1,131,17.1,2009-11-09 12:11:59
2995,3,808,16.42,2009-01-26 15:56:22
2996,3,598,19.55,2007-12-31 23:38:46
2997,3,799,15.12,2006-01-08 16:22:59
2998,2,259,8.72,2008-06-18 23:08:02
2999,3,662,15.72,2007-07-31 01:04:02
3000,2,671,11.69,2009-01-15 06:28:42
3001,2,460,14.91,2005-03-01 13:53:26
3002,1,351,15.07,2009-10-18 18:04:24
3003,3,792,7.02,2009-05-08 00:26:26
3004,2,160,10.21,2009-12-13 05:20:17
3005,1,262,13.89,2009-02-05 02:31:01
3006,3,3,18.29,2005-06-14 19:15:58
3007,1,698,18.05,2006-01-09 12:33:15
3008,2,406,5.14,2005-10-13 13:29:22
3009,2,376,7.97,2006-09-12 23:43:23
3010,3,129,17.67,2009-04-08 04:36:11
3011,3,75,14.49,2007-12-17 12:17:52
3012,3,677,7.83,2006-08-28 16:04:23
3013,3,328,7.51,2007-10-30 11:17:52
3014,1,154,19.03,2008-12-15 21:09:48
3015,1,241,6.15,2009-01-28 19:01:47
3016,3,137,12.92,2009-10-05 19:33:53
3017,3,246,12.8,2005-09-12 12:14:59
3018,2,981,17.57,2007-11-29 07:54:48
3019,1,427,12.67,2009-08-06 20:06:16
3020,3,123,17.55,2006-03-08 23:59:11
3021,3,881,11.37,2008-03-30 05:07:43
3022,3,826,14.72,2006-09-24 23:57:20
3023,2,145,5.63,2006-09-01 15:27:59
3024,2,261,8.46,2006-02-19 06:44:09
3025,2,613,6.63,2006-03-05 05:02:44
3026,1,379,10.51,2006-09-15 09:10:44
3027,1,792,12.63,2006-07-21 21:02:46
3028,1,941,18.75,2005-11-08 03:33:48
3029,1,61,18.12,2005-05-01 08:03:50
3030,2,19,17.41,2008-08-18 05:18:44
3031,1,144,15.82,2009-05-02 16:36:37
3032,2,221,10.71,2006-07-26 03:51:12
3033,2,798,19.51,2008-11-03 08:31:47
3034,1,657,11.4,2006-11-12 11:04:51
3035,1,604,14.62,2006-06-23 22:18:58
3036,1,806,12.57,2009-08-14 08:05:42
3037,1,696,9.54,2007-06-12 22:54:00
3038,2,817,18.71,2006-07-28 09:24:10
3039,3,812,12.53,2006-01-30 11:17:21
3040,3,544,18.87,2005-04-01 03:27:00
3041,3,922,7.62,2009-11-20 00:10:55
3042,3,893,15.72,2008-11-08 16:01:54
3043,2,758,15.0,2007-07-31 09:19:54
3044,1,795,13.99,2005-12-30 12:19:31
3045,2,251,8.58,2005-11-24 03:29:53
3046,2,102,16.91,2005-04-19 16:22:19
3047,1,638,11.65,2006-07-03 06:36:16
3048,2,100,11.81,2009-06-23 05:21:57
3049,3,659,13.32,2009-12-13 22:13:17
3050,2,806,19.08,2005-09-01 09:53:36
3051,1,167,8.14,2005-04-13 18:17:10
3052,1,22,5.21,2006-08-17 22:20:15
3053,1,449,17.77,2005-06-30 01:14:34
3054,3,271,7.71,2008-10-16 02:51:37
3055,3,808,16.02,2006-11-21 19:11:35
3056,3,222,15.93,2008-01-14 05:25:02
3057,3,46,8.63,2006-07-17 15:00:23
3058,3,88,13.71,2009-12-27 06:32:08
3059,2,795,18.44,2005-01-03 10:40:03
3060,2,739,16.76,2008-12-03 09:19:25
3061,1,25,10.5,2006-07-14 01:55:39
3062,2,636,10.54,2008-08-30 15:00:31
3063,3,686,16.45,2008-10-22 02:40:09
3064,1,912,19.71,2009-02-05 20:35:42
3065,3,925,11.2,2006-02-09 13:26:05
3066,3,533,19.35,2008-02-23 04:28:50
3067,1,920,8.76,2009-03-23 09:07:33
3068,2,684,14.14,2008-06-09 22:16:47
3069,2,334,8.83,2006-11-07 21:49:19
3070,1,888,19.8,2005-11-12 13:58:37
3071,3,853,15.01,2005-11-23 01:48:11
3072,3,864,11.54,2006-10-12 12:19:18
3073,1,514,15.18,2008-08-18 14:52:42
3074,2,463,7.53,2008-08-26 17:26:33
